,,MESURES DE CENTRALITÉ,,,,,,,,,,,,
Schmidt-Degener,F.,1,2472,12,880,13,882,0.458,415,0,2476,0.037,1302,
Schmidt-Ott,,1,2473,5,1817,5,1834,0.413,1511,0,2477,0.041,1191,
Schmiegelow,,1,2474,3,2141,3,2157,0.392,2055,0,2478,0.01,2045,
Schmitz,,1,2475,5,1818,5,1835,0.413,1512,0,2479,0.041,1192,
Schneider,,1,2476,7,1207,8,1129,0.414,1049,47.1,530,0.042,735,
Schnurer,Josef,1,2477,2,2337,2,2342,0.401,1770,0,2480,0.011,1965,
Schoeller,,1,2478,42,265,45,301,0.439,672,20.7,594,0.092,284,
Schrijnen,,1,2479,5,1820,5,1837,0.413,1513,0,2481,0.041,1193,
Schubert,W. F.,1,2480,12,881,12,910,0.461,378,0,2482,0.035,1331,
Schucking,,1,2481,5,1821,5,1838,0.413,1514,0,2483,0.041,1194,
Schufeldt,,1,2482,1,2768,1,2768,0.322,2818,0,2484,0.001,2840,
Schulthess,G. de,1,2483,2,2340,2,2345,0.375,2214,0,2486,0.006,2381,
Schulze,,1,2484,5,1822,5,1839,0.413,1515,0,2487,0.041,1195,
Schuster,Ernest J.,1,2485,1,2769,1,2769,0.289,2856,0,2488,0,2863,
Schweizer,W. R.,1,2486,8,1095,8,1130,0.412,1605,0,2489,0.02,1604,
Schwind,Ernst,1,2487,5,1823,5,1840,0.377,2170,0,2490,0.009,2173,
Sciarra,Olinto,1,2488,1,2770,1,2770,0.352,2682,0,2491,0.003,2754,
Sclimbea,,1,2489,7,1208,8,1131,0.413,1516,0,2492,0.043,689,
Scott,EW.,1,2490,1,2771,1,2771,0.374,2249,0,2493,0.006,2382,
Seabury,William M.,1,2491,5,1824,5,1841,0.413,1517,0,2494,0.041,1196,
Searight,G. E.,1,2492,26,501,26,560,0.356,2456,0,2495,0.024,1512,
Secretan,Daniel,1,2493,5,1825,5,1842,0.413,1518,0,2496,0.041,1197,
Sederhjelm,Jarl Werner,1,2494,73,118,75,158,0.461,379,41.3,547,0.172,88,
Seelig,Paul,1,2495,3,2142,3,2158,0.402,1742,0,2497,0.012,1902,
Seger,Gerhard,1,2496,5,1826,5,1843,0.413,1519,0,2498,0.041,1199,
Segesser Brunegg,de,1,2497,8,1096,8,1132,0.456,475,0,2499,0.058,478,
Selig,Anna,1,2498,1,2772,1,2772,0.36,2431,0,2500,0.005,2476,
Sen,Jitendra Mohan,1,2499,5,1827,5,1844,0.357,2447,0,2501,0.006,2383,
Sergio de Souza,Antonio,1,2500,6,1316,6,1332,0.403,1716,0,2502,0.02,1605,
Serrarens,,1,2501,2,2341,2,2346,0.295,2848,0,2503,0.001,2841,
Setala,Eemil Nestor,1,2502,1,2773,1,2773,0.369,2346,0,2504,0.005,2477,
Sevensma,T.P.,1,2503,21,610,21,662,0.419,972,0,2505,0.04,1287,
Severin,Gaston,1,2504,4,2004,4,2016,0.346,2724,0,2506,0.005,2478,
Seymour,Charles,1,2505,27,480,27,530,0.47,268,0,2507,0.08,326,
Seymour,Helen,1,2506,5,1828,5,1845,0.421,913,0,2508,0.019,1627,
Sharp,R. Jarquharson,1,2507,1,2774,1,2774,0.353,2634,0,2509,0.004,2683,
Shoninger,Bernard J.,1,2508,1,2775,1,2775,0.322,2819,0,2511,0.001,2842,
Shotwell,James T.,1,2509,50,213,50,260,0.472,248,0,2512,0.12,183,
Sialoja,Vittorio,1,2510,3,2143,3,2159,0.392,2057,0,2513,0.011,1967,
Siblik,Emmanuel,1,2511,8,1097,10,1002,0.446,593,2.2,661,0.052,548,
Sichler,A.,1,2512,10,974,10,1003,0.405,1693,0,2514,0.017,1718,
Siderius,J.,1,2513,1,2776,1,2776,0.353,2635,0,2515,0.004,2684,
Sidhura,Phya Anukich,1,2514,40,324,40,372,0.421,914,0,2516,0.042,736,
Sigorski,,1,2515,8,1098,8,1133,0.442,623,0,2517,0.032,1367,
Sil-Vara,,1,2516,2,2343,2,2348,0.4,1798,0,2518,0.01,2047,
Silberstein,Franz,1,2517,5,1829,5,1846,0.413,1520,0,2519,0.041,1200,
Silva Cruz,C.,1,2518,40,326,40,373,0.421,915,0,2520,0.042,737,
Simon,Clarice Eugene,1,2519,2,2344,2,2349,0.346,2725,0,2521,0.004,2685,
Simons,Hans,1,2520,5,1830,5,1847,0.413,1521,0,2522,0.041,1201,
Simons,,1,2521,5,1831,5,1848,0.413,1522,0,2523,0.041,1202,
Simpson,James J.,1,2522,1,2777,1,2777,0.353,2636,0,2524,0.004,2686,
Sinegre,J. M. L.,1,2523,5,1832,5,1849,0.413,1523,0,2525,0.041,1203,
Sinn,,1,2524,5,1833,5,1850,0.413,1524,0,2526,0.041,1204,
Sircar,Nil Ratan,1,2525,8,1099,8,1134,0.402,1743,0,2527,0.018,1674,
Sjoborg,Erik,1,2526,1,2778,1,2778,0.369,2347,0,2528,0.005,2479,
Skelton,O. D.,1,2527,9,1028,9,1064,0.373,2272,0,2529,0.009,2174,
Skrawezynstri,,1,2528,40,327,40,374,0.433,742,0,2530,0.075,356,
Skrzynski,Al.,1,2529,5,1834,5,1851,0.441,652,0,2531,0.023,1539,
Sloninsky,,1,2530,5,1835,5,1852,0.413,1525,0,2532,0.041,1205,
Sluizer,,1,2531,7,1209,7,1232,0.441,653,0,2533,0.026,1475,
Smeets,,1,2532,1,2779,1,2779,0.304,2836,0,2535,0.001,2843,
Smelten,,1,2533,3,2144,3,2160,0.419,973,0,2536,0.017,1719,
Smeth,Jean de,1,2534,3,2145,3,2161,0.392,2058,0,2537,0.01,2048,
Smith,,1,2535,5,1836,5,1853,0.413,1526,0,2538,0.041,1206,
Smith,,1,2536,5,1837,5,1854,0.413,1527,0,2539,0.041,1207,
Smith,Jean de,1,2537,5,1838,5,1855,0.413,1528,0,2540,0.041,1208,
Smith,Henry Louis,1,2538,1,2780,1,2780,0.36,2432,0,2541,0.005,2480,
Smith,Arthur H.,1,2539,1,2781,1,2781,0.353,2637,0,2542,0.004,2687,
Snehtlage,E.,1,2540,1,2782,1,2782,0.353,2638,0,2543,0.004,2688,
Snouck Hurgronje,A. M.,1,2541,3,2146,3,2162,0.402,1744,0,2544,0.014,1828,
Sologar,E.,1,2542,5,1840,5,1856,0.413,1529,0,2545,0.041,1209,
Soltan,Jean,1,2543,5,1841,5,1857,0.347,2707,0,2546,0.006,2384,
Soltau,Roger,1,2544,1,2783,1,2783,0.329,2779,0,2547,0.001,2844,
Solvay,Armand,1,2545,8,1100,8,1136,0.395,1961,0,2548,0.015,1779,
Solvay,Ernest,1,2546,8,1101,8,1137,0.395,1962,0,2549,0.015,1780,
Somogyi,Jules de,1,2547,5,1842,5,1858,0.413,1530,0,2550,0.041,1210,
Soper,Claire,1,2548,5,1843,5,1859,0.352,2683,0,2551,0.006,2385,
Sorensen,N. P.,1,2549,1,2784,1,2784,0.399,1891,0,2552,0.009,2175,
Sosnowski,Oskar,1,2550,1,2785,1,2785,0.353,2639,0,2553,0.004,2689,
Soulet,,1,2551,26,503,27,531,0.419,974,36.3,560,0.062,450,
Speisen,G.,1,2552,7,1211,7,1233,0.406,1674,0,2554,0.02,1606,
Spencer,Clarissa H.,1,2553,1,2786,1,2786,0.374,2250,0,2555,0.006,2386,
Sperling,R.,1,2554,8,1102,8,1138,0.394,1978,0,2557,0.015,1781,
Spiess,Karl,1,2555,1,2787,1,2787,0.353,2640,0,2558,0.004,2690,
Spulber,,1,2556,2,2345,2,2350,0.411,1626,0,2559,0.014,1829,
Squire,A. E.,1,2557,1,2788,1,2788,0.346,2726,0,2560,0.003,2755,
Stacey,F.,1,2558,3,2147,3,2163,0.4,1799,0,2561,0.009,2177,
Stahl,Leo,1,2559,5,1845,5,1860,0.413,1531,0,2562,0.041,1211,
Staines,D. V.,1,2560,2,2346,2,2351,0.399,1892,0,2563,0.009,2178,
Stang,Frederik,1,2561,5,1846,5,1861,0.413,1532,0,2564,0.041,1212,
Stanley McCormick,Katharine,1,2562,5,1847,5,1862,0.453,500,0,2565,0.024,1513,
Starbuck,Edwin D.,1,2563,1,2789,1,2789,0.399,1893,0,2566,0.009,2179,
Stead,Wickham,1,2564,5,1848,5,1863,0.413,1533,0,2567,0.041,1213,
Stefanescu-Goanga,,1,2565,4,2006,4,2018,0.4,1800,0,2568,0.011,1968,
Stefanik,,1,2566,5,1849,5,1864,0.413,1534,0,2569,0.041,1214,
Steinmann,,1,2567,1,2790,1,2790,0.295,2849,0,2571,0.001,2845,
Stepowski,,1,2568,1,2791,1,2791,0.36,2433,0,2572,0.005,2481,
Steriadi,Jean,1,2569,1,2792,1,2792,0.353,2641,0,2573,0.004,2691,
Sterling,Frances M.,1,2570,11,932,11,962,0.378,2156,0,2574,0.014,1831,
Stern-Rubarth,,1,2571,5,1850,5,1865,0.413,1535,0,2575,0.041,1215,
Stevens,Gorham P.,1,2572,1,2793,1,2793,0.399,1894,0,2576,0.009,2180,
Stevenson,,1,2573,2,2348,2,2353,0.392,2059,0,2577,0.011,1969,
Stheeman,,1,2574,1,2794,1,2794,0.353,2642,0,2578,0.004,2692,
Stickers,Joe,1,2575,2,2349,2,2354,0.44,662,0,2579,0.019,1628,
Stiles,John A.,1,2576,8,1103,8,1139,0.419,975,0,2580,0.017,1722,
Stix,Alfred,1,2577,3,2148,3,2164,0.416,1024,0,2581,0.014,1832,
Stoicesco,,1,2578,5,1851,5,1866,0.413,1536,0,2582,0.041,1216,
Stokes,Anson Phelps,1,2579,1,2795,1,2795,0.36,2434,0,2583,0.005,2482,
Stone,Herbert,1,2580,5,1852,5,1867,0.413,1537,0,2584,0.041,1217,
Stor,Albert,1,2581,1,2796,1,2796,0.352,2684,0,2585,0.003,2756,
Storrs,Ronald,1,2582,1,2797,1,2797,0.348,2703,0,2586,0.004,2693,
Strahan,F.,1,2583,7,1212,7,1235,0.421,916,0,2588,0.018,1675,
Strahm,M. H.,1,2584,1,2798,1,2798,0.399,1895,0,2589,0.009,2181,
Strange,E. F.,1,2585,1,2799,1,2799,0.353,2643,0,2590,0.004,2694,
Strasser,Josef,1,2586,3,2150,3,2165,0.402,1745,0,2591,0.011,1970,
Strauss Collin,Joe,1,2587,1,2800,1,2800,0.399,1896,0,2592,0.009,2182,
Strelecki,J. C. de,1,2588,1,2801,1,2801,0.399,1897,0,2593,0.009,2183,
Stroe,,1,2589,1,2802,1,2802,0.399,1898,0,2594,0.009,2184,
Stromgreyn,,1,2590,5,1853,5,1869,0.413,1538,0,2595,0.041,1218,
Strong,T. B.,1,2591,1,2803,1,2803,0.369,2348,0,2596,0.005,2483,
Strupp,Karl,1,2592,8,1104,8,1140,0.436,687,0,2597,0.053,538,
Sturzen-Becker,Astrid,1,2593,1,2804,1,2804,0.352,2685,0,2598,0.003,2757,
SuarezJL,Jose Leon,1,2594,2,2350,2,2355,0.361,2391,0,2599,0.005,2484,
Sumerly ,Eduardo,1,2595,3,2151,3,2166,0.367,2353,0,2600,0.007,2288,
Sutton,Ransome,1,2596,1,2805,1,2805,0.399,1899,0,2601,0.009,2185,
Svane,H. A.,1,2597,8,1105,8,1141,0.399,1900,0,2602,0.018,1676,
Swain,Esther M.,1,2598,5,1854,5,1870,0.413,1539,0,2603,0.041,1219,
Swietoslawski,,1,2599,3,2152,3,2167,0.392,2060,0,2604,0.01,2049,
Swoboda,H.,1,2600,3,2153,3,2168,0.392,2061,0,2605,0.01,2050,
Szabo,Janos,1,2601,6,1318,6,1335,0.431,759,0,2606,0.024,1514,
Szegedi-Kohner,Irma,1,2602,11,933,11,963,0.364,2360,0,2607,0.015,1782,
Taam,C. W.,1,2603,40,328,40,375,0.421,917,0,2609,0.042,738,
Tagore,Rabindranath,1,2604,5,1855,5,1872,0.413,1540,0,2610,0.041,1220,
Tai,S. C.,1,2605,45,241,45,303,0.464,335,2395,131,0.082,319,
Taillens,,1,2606,3,2155,3,2169,0.392,2062,0,2611,0.01,2051,
Takagi,Yasaki,1,2607,7,1213,7,1236,0.42,932,0,2612,0.02,1607,
Tamayo,Franz,1,2608,1,2806,1,2806,0.353,2644,0,2613,0.004,2695,
Targonski,A,1,2609,1,2807,1,2807,0.399,1901,0,2615,0.009,2186,
Tass,A.,1,2610,18,689,18,735,0.409,1644,0,2616,0.04,1288,
Tasset,Jacques,1,2611,5,1856,5,1873,0.413,1541,0,2617,0.041,1221,
Tassy,Edme,1,2612,2,2351,2,2356,0.399,1902,0,2618,0.009,2187,
Tataru,,1,2613,21,612,21,663,0.405,1694,0,2619,0.028,1450,
Taugren,A. M.,1,2614,8,1107,8,1142,0.362,2375,0,2620,0.006,2387,
Tawney,G. A.,1,2615,8,1108,8,1143,0.426,847,0,2621,0.022,1561,
Teasdale,Alderman C. J.,1,2616,4,2007,4,2019,0.384,2116,0,2622,0.01,2052,
Temperley,,1,2617,2,2352,2,2357,0.295,2850,0,2623,0.001,2846,
Tentelis,Auguste,1,2618,31,399,31,452,0.452,508,356.7,334,0.08,327,
Terdenge,,1,2619,17,714,17,754,0.433,744,763.2,242,0.06,466,
Terrasson,,1,2620,12,883,12,913,0.376,2187,0,2624,0.011,1971,
Tetrel,,1,2621,7,1214,7,1237,0.413,1542,3.1,654,0.043,690,
Tewari,Pandit Sant Ram,1,2622,1,2808,1,2808,0.399,1903,0,2625,0.009,2188,
Thamm,,1,2623,5,1857,5,1874,0.413,1543,0,2626,0.041,1222,
Thelemann,Frances F.,1,2624,5,1858,5,1875,0.413,1544,0,2627,0.041,1223,
Theodoli,Alberto,1,2625,11,934,11,965,0.397,1933,0,2628,0.016,1747,
Theremin,Richard,1,2626,1,2809,1,2809,0.399,1904,0,2629,0.009,2189,
Therey,Alexandre de,1,2627,1,2810,1,2810,0.353,2645,0,2630,0.004,2696,
Theumis,,1,2628,11,935,11,966,0.409,1645,0,2631,0.028,1451,
Thibaudet,Albert,1,2629,1,2811,1,2811,0.399,1905,0,2632,0.009,2190,
Thivet,Horace,1,2630,2,2353,2,2358,0.399,1906,0,2633,0.009,2191,
Thomas,T. S. W.,1,2631,12,884,12,914,0.376,2188,0,2634,0.011,1972,
Thompson,Warren,1,2632,5,1859,5,1876,0.413,1545,0,2637,0.041,1224,
Thompson,Norma S.,1,2633,8,1109,8,1144,0.451,513,0,2636,0.032,1368,
Thompson,M. S.,1,2634,1,2812,1,2812,0.399,1907,0,2638,0.009,2192,
Thompson,H.,1,2635,1,2813,1,2813,0.322,2820,0,2639,0.001,2847,
Thomsen,A.,1,2636,22,565,22,615,0.406,1675,0,2640,0.029,1425,
Thomson,J. Allan,1,2637,5,1860,5,1877,0.451,514,0,2641,0.032,1369,
Thuau,U. J.,1,2638,40,329,40,377,0.433,745,0,2642,0.075,357,
Thureau Daugin,,1,2639,1,2814,1,2814,0.353,2646,0,2643,0.004,2697,
Tibal,A.,1,2640,2,2354,2,2359,0.399,1908,0,2644,0.009,2193,
Tichy,Karol,1,2641,1,2815,1,2815,0.353,2647,0,2645,0.004,2698,
Tienhoven,P. J. van,1,2642,24,528,24,582,0.455,484,4167,95,0.058,479,
Tiersot,Julien,1,2643,6,1319,6,1336,0.426,848,0,2646,0.045,636,
Tigert,J. J.,1,2644,70,150,70,194,0.457,460,0,2647,0.15,136,
Tischer,F.,1,2645,27,481,27,532,0.429,793,0,2648,0.031,1397,
Tisseau,P.,1,2646,10,977,10,1005,0.445,597,0,2649,0.033,1356,
Titius,,1,2647,5,1861,5,1878,0.413,1546,0,2650,0.041,1225,
Tittoni,,1,2648,9,1030,9,1066,0.363,2363,0,2651,0.012,1903,
Titulescu,N.,1,2649,12,885,12,916,0.461,380,0,2652,0.035,1332,
Tjeenk Willink,D. H.,1,2650,42,267,45,304,0.439,673,20.7,595,0.092,285,
Tjortjis,Stylianos,1,2651,5,1862,5,1879,0.413,1547,0,2653,0.041,1226,
Tobey,James A.,1,2652,1,2816,1,2816,0.352,2687,0,2654,0.003,2758,
Todeschini,F.,1,2653,5,1863,5,1880,0.413,1548,0,2656,0.041,1227,
Toevola,U.,1,2654,50,214,50,261,0.472,249,0,2657,0.12,184,
Toledano,Andre,1,2655,1,2817,1,2817,0.352,2688,0,2658,0.003,2759,
Toledo,Alvarez de,1,2656,18,690,18,736,0.418,1000,170.4,434,0.055,516,
Torre Hermosa,de la,1,2657,16,753,16,794,0.473,232,0,2659,0.046,606,
Tortkovitch,Mirko,1,2658,5,1864,5,1881,0.413,1549,0,2660,0.041,1228,
Tory,James C.,1,2659,9,1032,9,1067,0.373,2274,0,2661,0.009,2194,
Trachsel,Camille,1,2660,8,1110,8,1145,0.455,485,0,2662,0.037,1303,
Traversari,Pedro P.,1,2661,1,2818,1,2818,0.353,2648,0,2663,0.004,2699,
Traz,Robert de,1,2662,5,1865,5,1882,0.413,1550,0,2664,0.041,1229,
Tribot Laspiere,J.,1,2663,3,2156,3,2170,0.392,2063,0,2666,0.01,2053,
Trifunovitch,,1,2664,1,2819,1,2819,0.374,2251,0,2667,0.006,2388,
Trowbridge,E.,1,2665,10,979,10,1007,0.394,1979,0,2668,0.013,1877,
Tsurumi,M.,1,2666,21,613,21,665,0.336,2756,0,2669,0.007,2290,
Tuck,Pinkney,1,2667,8,1111,8,1146,0.371,2289,0,2670,0.008,2231,
Tugendhat,Georg,1,2668,2,2355,2,2360,0.363,2364,0,2671,0.007,2291,
Turcios,Troylan,1,2669,1,2820,1,2820,0.353,2649,0,2672,0.004,2700,
Turull-Fournols,Paul M.,1,2670,1,2821,1,2821,0.399,1909,0,2673,0.009,2195,
Tysser,A.,1,2671,2,2356,2,2361,0.414,1050,0,2674,0.012,1904,
Tyszkowski,,1,2672,5,1866,5,1884,0.413,1551,0,2675,0.041,1230,
Uhlenbeck,,1,2673,5,1867,5,1885,0.413,1552,0,2676,0.041,1231,
Uhler,Jean,1,2674,2,2357,2,2362,0.406,1676,0,2677,0.012,1905,
Uluots,J.,1,2675,8,1112,8,1148,0.362,2376,0,2678,0.006,2389,
Unbdenstock,Madeleine,1,2676,5,1868,5,1886,0.413,1553,0,2679,0.041,1232,
Unger,W.S.,1,2677,7,1216,7,1238,0.322,2821,0,2680,0.002,2784,
Unsain,Alejandro,1,2678,13,851,13,886,0.423,873,0,2681,0.046,607,
Upmark,Gustaf,1,2679,1,2822,1,2822,0.353,2650,0,2682,0.004,2701,
Urbas,E.,1,2680,5,1869,5,1887,0.413,1554,0,2683,0.041,1233,
Uriarte,Juan Ramon,1,2681,1,2823,1,2823,0.353,2651,0,2684,0.004,2702,
Uruchurtu,Alfredo E.,1,2682,5,1870,5,1888,0.413,1555,0,2685,0.041,1234,
Ussani,,1,2683,16,754,18,737,0.449,542,7.1,635,0.065,421,
Valaori,,1,2684,4,2009,4,2020,0.401,1774,0,2686,0.013,1878,
Valdes-Mendeville,,1,2685,4,2010,4,2021,0.438,678,0,2687,0.018,1677,
Valle,Rafael H.,1,2686,1,2824,1,2824,0.353,2652,0,2688,0.004,2703,
Vallentin,Antonia,1,2687,5,1871,5,1889,0.413,1556,0,2689,0.041,1235,
Vallery-Radot,,1,2688,7,1217,7,1239,0.374,2252,0,2690,0.011,1973,
Valvanne,Hugo,1,2689,2,2358,2,2363,0.392,2064,0,2691,0.011,1974,
Valyi,Felix,1,2690,5,1872,5,1890,0.413,1557,0,2692,0.041,1236,
Vandervlugt,E.,1,2691,11,938,13,887,0.446,595,16.6,603,0.054,529,
Vasquez,Horacio,1,2692,2,2359,2,2364,0.407,1661,0,2693,0.011,1975,
Vasseur,Pierre,1,2693,9,1034,9,1068,0.447,573,2.5,657,0.053,539,
Vatev,St.,1,2694,3,2157,3,2171,0.392,2065,0,2694,0.01,2054,
Vaubourdolle,,1,2695,5,1873,5,1891,0.413,1558,0,2695,0.041,1237,
Vauthier,Maurice,1,2696,31,401,31,453,0.459,403,0,2696,0.057,496,
Vegh,Jules de,1,2697,28,451,28,497,0.434,724,0,2697,0.044,665,
Veith,G.,1,2698,3,2158,3,2172,0.367,2354,0,2698,0.007,2292,
Vejarano,Felix,1,2699,3,2159,3,2173,0.334,2760,0,2699,0.004,2704,
Vekene,Van der,1,2700,11,939,12,917,0.416,1025,1.7,675,0.046,608,
Velitchko,Jean,1,2701,2,2360,2,2365,0.399,1910,0,2700,0.009,2196,
Veloz,Luis Felipe,1,2702,1,2825,1,2825,0.353,2653,0,2701,0.004,2705,
Velzen,H. Thoden van,1,2703,7,1218,7,1240,0.418,1001,0,2702,0.02,1609,
Ven,D. J. Van der,1,2704,5,1874,5,1892,0.413,1559,0,2703,0.041,1238,
Venditelli,M.,1,2705,2,2361,2,2366,0.418,1002,0,2704,0.014,1833,
Ventusi,Lionello,1,2706,1,2826,1,2826,0.353,2654,0,2705,0.004,2706,
Verheyden,E.,1,2707,5,1875,5,1893,0.413,1560,0,2706,0.041,1239,
Vermeylen,,1,2708,4,2011,4,2022,0.456,477,0,2707,0.026,1477,
Versepuy,Mario,1,2709,1,2827,1,2827,0.353,2655,0,2708,0.004,2707,
Verunac,V.,1,2710,7,1219,8,1149,0.413,1561,0,2709,0.043,692,
Veszpremy,Desider de,1,2711,1,2828,1,2828,0.36,2435,0,2710,0.005,2485,
Veverka,,1,2712,5,1876,5,1894,0.413,1562,0,2711,0.041,1240,
Vezensky,,1,2713,9,1035,9,1069,0.352,2689,0,2712,0.007,2293,
Vibbert,,1,2714,13,852,13,888,0.447,574,0,2713,0.049,580,
Vicini Burgos,J. B.,1,2715,3,2160,3,2174,0.37,2322,0,2714,0.006,2390,
Vickers,H. D.,1,2716,3,2161,3,2175,0.319,2829,0,2715,0.001,2848,
Vidoudez,,1,2717,5,1877,5,1895,0.308,2834,0,2716,0.001,2849,
Vienney,L.,1,2718,1,2829,1,2829,0.322,2822,0,2717,0.001,2850,
Vienot,,1,2719,5,1878,5,1896,0.413,1563,0,2718,0.041,1241,
Vigier,H.,1,2720,2,2362,2,2367,0.332,2772,0,2719,0.002,2785,
Vilallonga,Paul,1,2721,1,2830,1,2830,0.353,2656,0,2720,0.004,2708,
Vilders,A.,1,2722,1,2831,1,2831,0.36,2436,0,2721,0.005,2486,
Vilkov,Al.,1,2723,50,215,50,262,0.472,250,0,2722,0.12,185,
Villari,,1,2724,2,2363,2,2368,0.389,2096,0,2723,0.011,1976,
Villey,P.,1,2725,5,1879,5,1897,0.413,1564,0,2724,0.041,1242,
Viola,Giacinto,1,2726,1,2832,1,2832,0.392,2066,0,2725,0.008,2232,
Vitry,Paul,1,2727,20,636,21,666,0.456,478,0,2726,0.041,1243,
Vittas,C.,1,2728,5,1880,5,1898,0.413,1565,0,2727,0.019,1629,
Vittig,Edouard,1,2729,5,1881,5,1899,0.413,1566,0,2728,0.041,1244,
Vivaldi,F.,1,2730,7,1220,7,1241,0.443,615,0,2729,0.024,1516,
Vladesco,S. R.,1,2731,5,1882,5,1900,0.413,1567,0,2730,0.041,1245,
Vogel,F.,1,2732,13,853,13,889,0.447,575,0,2731,0.043,693,
Vogel,Georg,1,2733,4,2012,4,2023,0.402,1746,0,2732,0.012,1906,
Vogeler,Hedwig,1,2734,5,1883,5,1901,0.413,1568,0,2733,0.041,1246,
Voldemar,Augustin,1,2735,3,2162,3,2176,0.361,2392,0,2734,0.007,2294,
Vollmer,Hans,1,2736,5,1884,5,1902,0.413,1569,0,2735,0.041,1247,
Volterra,Vito,1,2737,5,1885,5,1903,0.413,1570,0,2736,0.041,1248,
Voncken,J.,1,2738,1,2833,1,2833,0.295,2851,0,2737,0.001,2851,
Vondrak,V.,1,2739,27,484,27,533,0.429,795,0,2738,0.031,1399,
Vonlitch,N.,1,2740,1,2834,1,2834,0.387,2100,0,2739,0.008,2233,
Voorheve,N.,1,2741,3,2163,3,2177,0.392,2067,0,2740,0.01,2055,
Vorstius,Joris,1,2742,4,2013,4,2024,0.445,598,0,2741,0.021,1577,
Vougman,E.,1,2743,5,1886,5,1904,0.413,1571,0,2742,0.041,1249,
Voutchetitch,Mado,1,2744,5,1887,5,1905,0.413,1572,0,2743,0.041,1250,
Vries,I. de,1,2745,1,2835,1,2835,0.353,2657,0,2744,0.004,2709,
Vries de Heekelingen,H. de,1,2746,7,1221,7,1242,0.447,576,0,2745,0.054,530,
Vrioni,Ilias Bey,1,2747,1,2836,1,2836,0.369,2349,0,2746,0.005,2487,
Vulpesco,,1,2748,19,665,20,683,0.458,417,0,2747,0.047,596,
Wade,B. H.,1,2749,1,2837,1,2837,0.36,2437,0,2748,0.005,2488,
Waetzold,,1,2750,5,1888,5,1906,0.413,1573,0,2749,0.041,1251,
Wagenmann,Auguste,1,2751,3,2164,3,2178,0.392,2068,0,2750,0.01,2056,
Walcott,Ch.,1,2752,4,2014,4,2025,0.418,1003,0,2751,0.016,1748,
Walko,,1,2753,2,2364,2,2369,0.37,2323,0,2752,0.005,2489,
Walkom,A. B.,1,2754,5,1889,5,1907,0.413,1574,0,2753,0.041,1252,
Wallace,W. S.,1,2755,40,330,40,380,0.421,918,0,2754,0.042,741,
Walshe,J. P.,1,2756,2,2365,2,2370,0.44,663,0,2755,0.019,1630,
Walter,E.,1,2757,3,2165,3,2179,0.361,2393,0,2756,0.007,2295,
Walters,,1,2758,4,2015,4,2026,0.381,2140,0,2757,0.012,1907,
Walterstorff,Emelie von,1,2759,1,2838,1,2838,0.353,2658,0,2758,0.004,2710,
Ward,R. P.,1,2760,1,2839,1,2839,0.352,2690,0,2759,0.003,2760,
Wardrop,Douglas,1,2761,1,2840,1,2840,0.374,2253,0,2760,0.006,2391,
Warner,John,1,2762,1,2841,1,2841,0.399,1911,0,2761,0.009,2197,
Warren,Raoul de,1,2763,5,1890,5,1908,0.413,1575,0,2762,0.041,1253,
Watry-Ponseile,,1,2764,5,1891,5,1909,0.413,1576,0,2764,0.041,1254,
Watson,G. W.,1,2765,3,2166,3,2180,0.319,2830,0,2765,0.001,2852,
Weber,W.,1,2766,10,981,10,1009,0.45,532,0,2767,0.032,1371,
Weed,Lewsi H.,1,2767,3,2167,3,2182,0.392,2069,0,2768,0.008,2234,
Week,E.F.,1,2768,25,517,26,561,0.419,976,7.9,631,0.071,374,
Wegel,Rudolf,1,2769,1,2843,1,2843,0.353,2659,0,2770,0.004,2711,
Wegener,Harriet,1,2770,5,1893,5,1910,0.413,1577,0,2771,0.041,1255,
Wehberg,Hans,1,2771,5,1894,5,1911,0.413,1578,0,2772,0.041,1256,
Weindel,Henri de,1,2772,6,1320,6,1337,0.421,919,0,2774,0.027,1460,
Weisgerber,,1,2773,1,2844,1,2844,0.36,2438,0,2775,0.005,2491,
Weisl,Ernst Franz,1,2774,3,2168,3,2184,0.366,2356,0,2776,0.007,2296,
Weiss,Richard,1,2775,1,2845,1,2845,0.374,2254,0,2777,0.006,2392,
Weiss,Louise,1,2776,1,2846,1,2846,0.355,2461,0,2778,0.005,2492,
Weissmann,,1,2777,4,2016,4,2027,0.402,1747,0,2779,0.012,1908,
Weissweiler,Emile,1,2778,2,2369,2,2372,0.392,2070,0,2780,0.011,1977,
Weldler,N.,1,2779,8,1113,8,1151,0.393,2003,0,2781,0.014,1835,
Welsch,Jules,1,2780,1,2847,1,2847,0.399,1913,0,2782,0.009,2200,
Welsch,,1,2781,9,1036,9,1070,0.352,2691,0,2783,0.007,2297,
Went,F. A. F. C.,1,2782,5,1895,5,1912,0.413,1579,0,2784,0.041,1257,
Werneke,H.,1,2783,1,2848,1,2848,0.399,1914,0,2785,0.009,2201,
Werner,,1,2784,31,402,31,454,0.459,404,0,2786,0.057,497,
Werner,Moritz,1,2785,5,1896,5,1913,0.413,1580,0,2787,0.041,1258,
Wertheimer,Fritz,1,2786,5,1897,5,1914,0.413,1581,0,2788,0.041,1259,
Wessel,,1,2787,8,1114,8,1152,0.417,1013,0,2789,0.02,1611,
West,J. E.,1,2788,8,1115,8,1153,0.419,977,0,2790,0.017,1725,
